"Czas uśredniania","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g"
"Jednostka","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3"
"Kod stanowiska","DsLegPolarna-PM2.5-24g","DsOsieczow21-PM2.5-24g","DsWalbrzWyso-PM2.5-24g","DsWrocNaGrob-PM2.5-24g","DsZgorBohGet-PM2.5-24g","KpBydBerling-PM2.5-24g","KpGrudSienki-PM2.5-24g","KpToruDziewu-PM2.5-24g","KpWloclGniaz-PM2.5-24g","KpZielBoryTu-PM2.5-24g","LbBiaPodOrze-PM2.5-24g","LbChelPolan-PM2.5-24g","LbLubSliwins-PM2.5-24g","LbZamoHrubie-PM2.5-24g","LdLodzCzerni-PM2.5-24g","LdLodzLegion-PM2.5-24g","LdPioTrKraPr-PM2.5-24g","LuGorzPilsud-PM2.5-24g","LuZarySzyman-PM2.5-24g","LuZielKrotka-PM2.5-24g","MpBochKonfed-PM2.5-24g","MpKrakBujaka-PM2.5-24g","MpNoSaczNadb-PM2.5-24g","MpTarBitStud-PM2.5-24g","MpTrzebOsZWM-PM2.5-24g","MpZakopaSien-PM2.5-24g","MzPlocKroJad-PM2.5-24g","MzRadHallera-PM2.5-24g","MzWarKondrat-PM2.5-24g","MzWarWokalna-PM2.5-24g","OpKluczMicki-PM2.5-24g","OpOpoleOsAKr-PM2.5-24g","PdBialWarsza-PM2.5-24g","PdLomSikorsk-PM2.5-24g","PkJasloSikor-PM2.5-24g","PkKrosKletow-PM2.5-24g","PkNiskoSzkla-PM2.5-24g","PkRzeszRejta-PM2.5-24g","PmGdaPowWiel-PM2.5-24g","PmSlupKniazi-PM2.5-24g","SkBuskRokosz-PM2.5-24g","SkKielTargow-PM2.5-24g","SkKielWarsza-PM2.5-24g","SkSkarZielnaMOB-PM2.5-24g","SkStaraZlota-PM2.5-24g","SlBielSterni-PM2.5-24g","SlCzestoZana-PM2.5-24g","SlGliwicMewy-PM2.5-24g","SlGodGliniki-PM2.5-24g","SlKatoKossut-PM2.5-24g","SlKatoPlebA4-PM2.5-24g","SlTarnoLitew-PM2.5-24g","SlZlotPotLes-PM2.5-24g","SlZorySikor2-PM2.5-24g","WmElbBazynsk-PM2.5-24g","WmOlsPuszkin-PM2.5-24g","WmOstrPilsud-PM2.5-24g","WmPuszczaBor-PM2.5-24g","WpPleszAlMic-PM2.5-24g","WpPoznDabrow-PM2.5-24g","ZpKoszSpasow-PM2.5-24g","ZpMyslZaBram-PM2.5-24g","ZpSzczAndr01-PM2.5-24g","ZpSzczec1Maj-PM2.5-24g"
"5/12/2019 0:00","9.71","4.26","8.51","8.63","4.91","5.807537","9.480907","8.196553","7.475786","","18","16.7","12.5","13.5","17.454545","16.363636","15.727273","6.5","5.8","5.7","16.16","21.04","13.33","13.39","17.32","11.71","14.51","12.87","13.61","16.87","12","11","14.874385","13.782284","13","13.2","13.6","12.8","9","7","11.677499","9.619793","9.212523","15.181273","13.631238","14.4","16.1","16.8","22","13.5","20.6","12.7","17.3","20","10.26","6.85","7.14","12.22","20.36","8.45","7.08","6.71","6.52","6.34"
"5/13/2019 0:00","6.23","6.22","6.98","6.58","6.74","4.740074","7.217444","6.476167","6.95008","","11.8","9.6","8.6","9.4","7.454545","9.454545","10.181818","8.2","5.5","7.3","13.72","9.13","10.33","8.78","7.1","9.23","7.98","8.16","5.44","7.08","8","7","8.102285","7.762664","9.78","14.8","11.3","8.75","5","6","6.578532","5.892959","4.844996","4.359473","7.10922","12.1","13.3","12.9","18.3","11","10.5","11.5","9.3","9.2","5.04","4","5.16","4.33","16.3","7.57","5.99","5.99","7.43","5.62"
"5/14/2019 0:00","7.31","5.98","8.68","9.34","8.56","4.05223","8.292257","6.550967","6.440657","","10.1","9.5","9.2","8.6","7.818182","13.454545","11.090909","7.8","5.6","6.2","14.83","7.63","15.57","6.81","6.21","16.1","10.15","7.25","6.53","7.08","12","9","9.527771","8.570723","6.35","9.87","8.96","5.98","4","7","5.08065","4.954364","5.106893","6.300026","7.354545","13.3","11.5","10","16.9","12.4","12.1","10.8","8.6","12.7","3.72","5","6.21","5.3","15.75","8","5.81","7.44","7.43","7.43"
"5/15/2019 0:00","7.4","6.93","3.63","8.6","7.34","4.540792","9.139239","7.188531","6.094975","4.177788","11.2","9.6","8.9","8.4","9","10.545455","13.636364","5","5.2","5.9","15.97","8.42","13.97","8.98","5.65","26.19","11.61","10.52","9.43","9.43","11","9","9.390115","10.323019","8.53","13.2","9.89","8.49","5","5","9.069137","","5.882693","7.861493","7.763778","12.2","11.8","10.3","12.9","12.9","11.9","10.2","7","10.3","4.29","6.61","7.32","8.31","17.39","7.16","5.08","6.89","6.71","5.44"
"5/16/2019 0:00","7.95","3.98","7.97","8.46","8.15","8.196187","10.308063","12.617889","11.787583","5.068973","11.8","9.9","11.9","9","16.818182","18.545455","14.727273","5.6","6.4","7","13.08","14.54","13.24","14.97","11.48","13.01","16.14","10.7","11.25","13.24","11","12","7.110051","8.74329","10.7","10","11.5","9.27","8","9","7.833044","7.959226","7.831744","9.115951","7.845597","20.5","13.3","20","20.7","","","17.1","14.1","19.8","4.79","6.59","7.27","7.73","","14.1","8.17","9.8","9.6","8.16"
"5/17/2019 0:00","15.44","8.35","16.2","15.68","12.34","15.236455","12.088314","18.584907","14.205295","5.203734","15.4","12.1","12","11","17.454545","23.272727","21.454545","9.7","10.9","10.6","19.38","23.01","14.86","13.62","15.23","14.92","19.04","13.24","9.8","11.61","18","20","11.567979","9.678538","11.8","11.7","12.9","10.7","10","10","9.331119","11.785429","10.105476","12.690103","10.91838","24","14","26.6","31.4","24","30.7","26.2","11.1","21.7","4.96","6.4","7.6","10.75","30.78","18.98","9.8","12.88","18.48","11.94"
"5/18/2019 0:00","10.32","7.58","11.32","15.1","11.22","13.259169","14.381162","13.828748","15.243736","9.414004","15.6","14.2","14.9","14.6","14","13.727273","17.454545","11.8","11.2","11.2","14.48","17.78","16.12","10.73","11.49","17.92","14.69","14.87","12.34","13.43","14","12","13.89618","12.411386","14.5","10.7","13.2","9.73","11","11","11.352664","9.845149","10.187122","14.630862","14.314036","17.7","14.8","21.7","27.3","15.4","19.1","16.7","9.5","16.1","11.37","10.44","11.59","13.97","17.94","15.95","14.88","17.23","17.4","11.42"
"5/19/2019 0:00","12.1","10.37","11.15","14.05","12.43","12.155767","9.831655","15.985895","12.497681","10.541012","13.2","10.8","10.9","10.5","16.818182","13.181818","15.636364","12.3","10.6","10.2","15.92","14.94","15.61","12.86","10.87","14.52","13.68","13.96","9.8","12.16","9","12","","12.62906","12.8","11.2","11.1","9.42","15","10","10.143416","9.610768","11.450402","13.926546","13.124625","15.4","11.8","18.4","20.2","14","16.4","14.6","8.4","11.9","7.39","8.93","10.15","10.87","23.41","17.46","14.7","16.69","16.31","12.14"
"5/20/2019 0:00","10.06","7.92","8.94","11.04","10.56","13.695433","13.343155","12.714134","13.862687","13.264645","16.4","12.1","10.3","8.8","13.545455","12.181818","12.363636","12.7","9.7","11.4","11.95","14.61","14.37","11.02","10.91","10.66","16.14","16.5","12.88","15.24","11","10","","14.045607","10.5","9.52","11.1","7.75","14","11","8.311179","9.529585","11.47743","12.338146","14.805114","13.1","12.1","16.7","14.2","12.6","14.9","10.9","8.1","10.8","12.48","14.42","18.93","11.59","16.44","18.79","17.23","19.23","17.21","15.22"
"5/21/2019 0:00","6.67","6.79","5.99","8.65","6.82","4.795078","9.707288","4.934246","10.733186","12.372609","10.3","9.3","7.9","5.1","14.545455","12","14.454545","10.2","6.9","8.4","10.11","14.68","12.2","9.2","10.29","11.02","14.14","3.99","7.08","9.8","9","8","","11.830419","8.38","7.16","7.54","6.93","15","15","10.847162","8.329363","8.086307","10.226998","4.854722","7.9","13.6","14.5","10.6","9.9","16","9.6","10.5","9.8","8.68","13.36","13.61","10.73","24.23","15.81","17.05","11.97","14.32","14.86"
"5/22/2019 0:00","4.19","4.21","1","4.26","","4.360507","8.334498","5.299155","7.440801","17.278289","8.5","5.7","6.6","3.7","9.545455","7.636364","9.909091","9.3","6.3","7.1","8.16","8.78","10.27","5.92","5.26","7.58","7.43","7.98","5.44","6.17","6","7","","10.559154","7.35","5.64","8","5.03","14","10","5.161887","5.351367","4.186675","5.96607","5.772832","11.4","8.2","10.9","11.4","8.1","9","9.3","10.6","9.7","9.93","10.77","13.75","6.71","13.68","11.66","19.24","11.97","13.78","12.14"
"5/23/2019 0:00","7.11","6.65","5.99","6.31","6.17","6.820394","8.130182","11.871868","9.405181","13.655417","7","7.2","5.8","6.9","18.090909","5.181818","18.272727","7.6","5.7","6.8","7.1","7.45","5.21","10.26","5.81","6.7","17.04","14.87","11.25","13.43","2.5","5","","11.121865","5.34","5.95","10.2","6.76","8","8","11.171894","10.801923","8.374348","10.81284","13.008854","11.2","8.8","9.3","11.4","10.4","9.4","11.4","11.8","8.3","10.25","9.82","13.77","9.25","13.95","8.36","12.89","9.25","9.42","6.16"
"5/24/2019 0:00","9.28","8.55","7.72","9.89","9.29","6.94648","9.556253","7.727417","11.788849","12.863615","14.2","9.5","9.2","8.5","13.909091","8.818182","14.818182","11.5","10.1","8.3","15.72","22.9","","15.96","12.59","11.64","10.15","11.97","8.71","11.07","9","9","","10.468381","9.02","10.2","13.7","9.76","11","9","13.256663","13.97863","9.754487","10.325413","11.127475","15","12.2","11","15.5","15.9","20.4","14.8","11.8","16","8.49","9.88","9.65","5.15","15.17","9.68","15.24","16.33","16.12","8.33"
"5/25/2019 0:00","12.61","11.45","9.75","13.68","11.65","7.906426","10.335779","11.325167","11.40423","12.897113","13.3","12.9","11.6","11","17","16.090909","16.727273","8.3","9.1","8.6","19.84","24.44","","19.02","19.4","17.21","12.87","18.5","11.61","11.25","","17","","12.865467","15.9","17.1","17.1","14.9","9","6","14.447477","19.275612","15.537618","19.1168","18.217851","20","21.9","17.8","24.1","21.2","24","18","18.4","25.8","10.11","12.5","11.94","6.64","18.43","9.86","7.81","8.53","13.95","7.61"
"5/26/2019 0:00","8.15","8.02","12.22","8.55","7","7.74117","7.847568","10.072008","5.276814","13.443414","11.3","11.2","8.2","12.6","13","9.181818","14.090909","9.2","8.8","6.5","19.51","23.01","","20.2","19.4","16.99","8.7","15.05","9.8","10.16","","11","","9.369706","14.9","15.7","16.4","15.3","11","9","13.617757","14.258229","11.288046","16.833224","16.023134","20.3","14.3","15.8","23.3","18.2","19.1","15.5","13.3","18.8","9.2","10.98","10.07","7.2","11.78","7.26","11.07","10.52","17.04","7.97"
"5/27/2019 0:00","8.51","9.27","8.83","11.75","8.73","11.215508","10.563476","11.312018","8.440169","13.9968","10.9","12.9","11.7","13.4","16.909091","10.545455","16.909091","11.6","8.2","10.6","14.37","18.21","","15.48","13.08","18.58","12.69","17.77","11.61","11.79","","12","12.632478","13.882256","13.8","11.7","15.1","11.3","8","6","12.732956","15.214931","12.966248","15.226264","15.259539","16.2","17.4","18.8","22.8","17.2","20.7","18.5","16.4","18.8","9.3","12.02","11.97","8.23","13.64","11.21","9.44","13.06","16.67","9.06"
"5/28/2019 0:00","8.61","7.68","3.49","6.68","8.39","8.051515","12.322167","13.646784","7.605061","8.866471","10.8","10","6.8","9.8","14.545455","13.636364","12.909091","10.3","7.8","11.1","11.29","14.28","","11.88","9.42","13.5","12.69","14.15","10.16","9.62","","7","","12.665514","10.9","8.84","11.7","9.43","6","","10.233475","10.59431","9.934815","11.363165","12.349272","10.1","12.7","9.9","13.5","12.4","18.8","9.1","9.8","11.2","5.38","8.03","7.16","7.77","12.37","11.5","7.44","12.7","15.22","6.34"
"5/29/2019 0:00","5.46","5.46","4.23","5.95","5.67","4.522349","5.958646","5.151275","6.439267","6.824609","8.5","6.8","4.3","6.7","8.272727","7.363636","10","8.1","5.5","6.3","8.05","11.77","","6.52","6.58","8.71","7.62","6.35","4.54","5.26","","6","","5.447553","4.45","7.95","7.72","7.42","7","5","6.912347","7.571287","5.395846","5.11768","6.003821","13.1","11.9","8.1","13.1","10.2","10.3","7.6","8.5","8.9","4.32","4.33","6.14","3.6","12.74","5.27","7.08","9.43","10.51","5.98"
"5/30/2019 0:00","7.46","6.19","6.86","7","7.06","6.203373","12.283207","4.175925","6.201624","5.286318","5.7","6.6","6.4","6.4","8.181818","8","10.181818","11.9","5.2","6.1","8.54","9.65","","7.36","8.72","7.52","7.62","8.89","6.17","6.53","11","8","","9.188156","6.68","9.09","8.6","7.86","6","6","7.156058","7.74269","5.765514","6.020192","9.700529","15.1","13","14.1","14","13.2","11.9","13","7.9","12.8","5.89","5.26","6.5","3.21","11.29","7.02","9.25","12.34","11.41","7.61"
"5/31/2019 0:00","9.42","7.56","7.47","9.91","8.12","9.351745","23.200703","8.061238","8.603097","8.066021","10.7","8.7","7.3","9.1","8.636364","17.272727","16.818182","14","9.2","8.4","10.05","16.41","8.49","12.11","13.17","10.71","12.69","12.69","10.89","12.7","12","9","","12.184227","9.62","10.7","12.8","11.5","8","8","10.395798","12.804987","11.233907","10.262233","15.800287","15.7","16.1","14.7","17","13.2","18.2","15.3","12.3","13.2","8.54","8.75","9.11","5.69","13.22","10.95","10.35","13.24","15.59","8.88"
"6/1/2019 0:00","10.67","8.42","8.68","13.41","8.48","11.0173","10.47083","11.235837","10.039558","8.558855","12.8","11.8","10.1","10.9","12.818182","11.727273","18","11.2","9.5","10.6","16.16","16.47","17.43","14.44","15.97","17.18","11.42","13.06","9.62","9.8","10","10","9.86557","10.613629","14.1","13.8","15.8","13.8","10","6","13.797945","14.52864","11.387158","12.193515","14.882089","23.9","15.6","15.1","21.4","16.5","21.2","14.3","9.5","19.3","7.9","6.57","8","4.07","13.5","13.65","13.97","18.69","16.85","11.23"
"6/2/2019 0:00","11.93","9.25","8.58","13.47","10.81","7.996816","10.244793","11.294848","12.624356","8.094577","13.3","9.4","8.8","8.5","14.454545","13.272727","18.636364","10.3","12.1","14.5","12.57","13.24","17.23","12.84","9.18","12.46","14.33","13.96","13.79","14.15","10","13","11.228953","11.158566","11.7","12.7","12.3","12.3","8","8","10.025954","11.036532","8.734208","11.255102","14.445455","16.3","17.4","21","23.8","16","19.4","15.1","9.5","18.4","6.14","7.71","7.5","5.24","15.45","15.46","8.35","15.78","15.58","7.43"
"6/3/2019 0:00","11.8","10.13","9.93","14.76","","12.588513","12.0055","12.585717","10.24018","12.172301","6.4","10.5","6.1","11.2","13.545455","10.454545","13.272727","17.1","9.7","9","12.59","11.95","15.32","10.22","8.43","11.58","11.06","11.79","9.43","10.16","10","14","8.829926","8.017011","11.1","10.5","10.9","11.9","12","7","7.011838","9.475149","7.687602","9.801798","12.303355","15.3","12.6","14.6","14.6","15","16","14.7","7.4","9.1","8.59","7.87","7.7","3.36","15.74","18.55","17.59","19.59","19.74","16.3"
"6/4/2019 0:00","13.33","10.4","11.7","14.39","","14.040471","12.751573","12.468404","12.078569","11.869367","12.4","11.8","8","10.9","12.636364","16.181818","15.272727","19.9","11.4","12.8","16.58","15.87","16.68","15.41","9.62","13.7","14.69","15.78","13.24","13.79","12","13","11.852132","13.110515","14.2","12.1","12.5","14.8","14","12","11.866903","12.751119","10.009513","14.035157","14.536892","16.4","13.2","19.1","17.4","18.6","17.4","17.3","9.4","9.6","8.63","11.96","11.77","7.97","14.13","13.07","24.86","19.78","15.76","15.58"
"6/5/2019 0:00","12.75","11.58","19.67","13.92","","14.489765","13.72526","11.954023","11.348281","11.363218","13","9.4","9","10.1","14","12.727273","14.181818","18.2","14.9","12.3","14.75","15.01","14.13","13.72","9.36","11.31","15.23","16.5","13.43","14.15","12","12","12.317396","12.792995","9.8","10.2","13.2","11.7","17","13","12.507761","13.698432","11.423601","11.91368","14.595951","14.5","17.2","16.5","16.8","18.1","16.1","18.1","10.2","9.6","11.68","15.19","1.99","10.52","17.03","15.08","18.5","25.58","24.45","19.02"
"6/6/2019 0:00","9.7","9.82","8.02","12.68","","12.428945","14.649459","14.065105","10.713883","9.799982","12.3","8.4","10.3","8.4","15.181818","13","14.818182","15.8","10.8","10.3","8.71","11.15","11.44","9.8","9.95","10.26","14.33","15.41","14.88","14.51","11","10","","11.621467","8.93","8.99","13.4","9","14","12","8.284227","12.019751","10.719719","10.650166","13.576924","9.2","9.8","14.8","12.7","12.8","16.7","15.1","11.2","11","11.42","13.05","13.85","9.59","16.44","12.96","16.14","18.32","23.55","14.49"
"6/7/2019 0:00","8.71","8.81","8.63","11.94","9.68","13.91422","13.489389","17.507479","12.897897","10.694058","14.2","8.9","8.9","7.8","20.636364","18","22.090909","9.2","8.4","9.4","11.8","16.78","15.3","11.62","11.2","12.77","15.6","14.87","13.06","13.43","11","11","","11.103646","11.3","12.7","13.1","11.5","11","10","11.198926","15.178204","12.903366","12.663095","15.634664","9.5","17.3","14","9.7","17","19.5","17.6","12.7","12.2","10.47","11.29","13.12","8.53","19.02","10.23","8.71","11.07","9.6","9.6"
"6/8/2019 0:00","7.57","6.34","7.43","11.35","6.16","11.616693","12.461442","15.526506","9.225613","7.464442","15.8","13.6","12","11.9","20","18.363636","17.909091","10.4","8.6","7.9","15.12","16.47","16.41","13.79","10.84","14.48","15.59","15.41","17.96","17.24","10","10","","13.174333","8.49","15.2","14.6","12.9","9","7","12.886807","14.817676","13.002716","13.755357","17.046902","14.3","19","12.7","15.5","20.3","18.2","16.9","11.1","9.2","8.09","12.27","12.29","9.69","18.29","12.35","11.61","12.34","10.33","11.78"
"6/9/2019 0:00","7.26","6.65","9.78","10.61","7.46","8.920816","9.476233","9.372759","8.384943","6.158836","9.9","9","6","9.8","9.545455","8.727273","9.181818","7.9","7.3","6.4","11.4","12.59","12.15","11.69","6.74","12.55","10.15","9.07","8.16","7.8","7","8","","7.781063","10.3","11.9","10.2","10.9","9","7","8.545882","8.437364","7.597577","7.509161","8.445455","13.3","10","10.3","14.8","13.5","14.8","13.7","8.6","9.6","6.23","7.28","8.28","5.51","11.78","9.65","9.44","9.8","9.96","7.61"
"6/10/2019 0:00","13.47","12.29","14.28","14.74","12.67","14.364879","12.808","15.309856","11.22361","8.645483","13.2","12.2","11.3","11.1","16.636364","13.727273","15.727273","16.1","10.7","12.4","15.32","17.09","18.23","15.77","13.33","14.39","13.96","14.69","14.33","12.16","14","15","11.40949","10.622612","6.97","17.3","16.8","17.4","10","7","14.872411","15.286932","14.843168","16.58053","16.618484","18.6","12.8","17.4","","21.4","23.6","21.4","12.7","15.9","8.2","9.9","12.68","6.77","18.45","15.31","11.61","15.6","16.85","14.86"
"6/11/2019 0:00","13.89","11.72","14.4","12.96","13.86","18.672852","21.017328","21.333314","14.331025","14.137055","18.1","15.4","14.5","13.2","20.272727","17.363636","19.545455","16.4","15.2","15","16.01","18.51","18.45","13.72","13.15","11.95","19.95","17.95","17.96","16.51","13","13","17.83619","18.176701","7.23","13.5","16.6","12.8","17","9","14.303118","15.133303","12.563744","13.159914","14.504483","13.6","17.1","20","","22.1","25.4","20.8","10.6","15.1","15.1","15.69","16.94","12.87","21.27","18.73","22.68","20.32","17.75","18.84"
"6/12/2019 0:00","13.21","11.82","17.05","14.84","13.82","16.268313","","19.950457","10.206087","16.778946","18.2","15.6","18.4","18.6","18.090909","16.272727","15.636364","23.9","15.4","14.5","13.01","17.25","15.79","14.08","11.93","12.53","19.77","21.4","19.42","18.32","13","13","18.633473","21.054753","6.42","15.7","18.5","13.5","19","13","13.90626","14.213006","10.737494","15.001354","15.472727","13.7","12.2","18.3","","18.1","19.7","15.4","14.1","14.9","19.09","18.94","18.32","15.39","21.01","17.25","24.3","18.87","19.37","19.56"
"6/13/2019 0:00","7.91","8.08","6.97","8.16","7.37","12.560768","","14.818566","14.423532","10.007415","19.2","14.8","14.8","16.3","19.818182","15.363636","16.181818","5.8","7.6","7","14.88","23.39","17.72","14.13","14.83","15.77","24.84","21.22","19.96","19.94","12","11","18.590738","17.477756","5.63","13.6","16.3","12.5","13","7","13.969354","15.133358","11.324855","21.300985","14.586327","17.3","16.1","17.5","","18.2","21","16.4","","14.7","15.09","17.12","15.9","12.89","18.71","10.72","11.43","9.8","8.88","10.51"
"6/14/2019 0:00","10.11","9.37","12.19","12.67","10.39","10.911993","","9.807215","9.116152","6.485733","12.8","16.6","13.1","16.1","16.727273","16.181818","17.454545","11.5","10.8","8.9","20.75","22.95","22.3","20.29","17.74","20.69","14.69","19.58","13.06","11.97","13","14","9.892787","10.95868","6.52","20.2","23.3","20.7","9","5","15.954893","15.701845","12.966622","13.692621","14.523199","25.2","15.8","23.9","","19.4","22.8","23.1","18.5","21.9","9.1","9.83","9.36","6.83","18.69","10.85","7.62","14.15","13.04","8.72"
"6/15/2019 0:00","12.69","15.35","16.38","17.14","15.66","13.294769","","13.485997","15.098294","10.044929","16.8","16.7","16.2","18.5","19.454545","17.272727","20.454545","14.7","17.3","14.5","21.11","26.01","24.37","20.66","20.46","24.17","15.23","20.49","17.06","16.69","14","16","12.25203","13.065","6.33","16.5","20","15.2","12","4","17.922247","18.120618","16.368621","18.584005","18.622922","25.2","19.9","27.9","","24.5","26.2","23.2","19.4","22.6","11.21","11.09","11.56","7.25","22.34","19.65","9.8","22.68","20.11","10.87"
"6/16/2019 0:00","7.63","6.83","6.26","9.54","7.65","6.54854","","9.877872","8.950418","5.679969","18.5","18.1","16.2","17.7","13.090909","11.636364","13.272727","5.6","6.3","4.4","14.41","17.92","18.32","14.81","12.06","16.48","12.51","17.05","15.97","13.97","9","9","12.676895","11.013116","7.12","15.2","20","11.7","6","2","11.713448","12.931416","11.098138","13.384887","14.290909","13.9","11.5","13.6","","12.5","10.9","13.6","13.2","12.3","7.18","21.08","6.72","5.89","13.68","11.91","6.9","9.25","8.52","6.53"
"6/17/2019 0:00","6.92","6.32","7.24","7.45","8.44","6.349126","","6.623472","7.514091","6.18949","7.6","7.5","6.5","8.2","12.545455","8.272727","9.090909","7","7","5.8","9.65","11.35","10.97","9.54","7.54","9.82","8.7","10.7","7.98","7.62","6","7","7.238729","7.554022","7.79","12.3","10.5","10.5","9","6","7.002738","6.551507","4.448407","5.496568","7.156758","12","12.7","9.3","","9.7","9.5","11.6","11","10.5","7.71","7.63","7.23","4.86","11.85","13.08","7.26","10.89","11.23","7.97"
"6/18/2019 0:00","9.63","8.26","12.03","8.09","8.85","6.332801","","10.592174","9.202292","8.830844","9.8","10.5","9.1","13.5","10.545455","9.818182","10.090909","13.1","7.6","5.3","12.51","16.05","16.67","13.52","11.04","11.84","8.52","13.78","7.8","8.71","9","10","8.556744","11.819859","15.8","16.9","11.8","13.9","12","8","10.034906","8.762288","6.487519","9.515676","8.963962","16.5","11.6","17.1","10.5","10.9","14.2","13.2","9.3","11.7","10.96","10.21","12.49","4.44","11.34","9.52","10.34","13.06","13.59","10.32"
"6/19/2019 0:00","11.28","9.9","12.69","11.03","12.27","12.665167","","","12.241839","11.588576","12.7","9.3","10.9","7.4","14.818182","16.181818","15.545455","13.4","11","11","14.57","17.01","15.01","15.83","14.43","11.22","13.78","15.23","13.79","14.15","13","13","11.927451","11.984551","17.9","15.3","12.9","14.1","12","11","14.492754","11.884887","10.295325","12.590639","12.027054","13.2","15.9","18.7","14.3","15.8","21.9","20","15.1","18.2","11.83","13.79","17.57","7.21","16.13","14.83","11.97","18.69","18.29","14.13"
"6/20/2019 0:00","9.17","7.98","7.46","9.57","7.96","11.977565","","10.417682","10.460213","12.944008","12","8.1","11.6","6.8","15.454545","16.363636","15.636364","8.7","8.1","10.4","11.55","12.81","12.17","11.49","12.22","9.4","14.69","15.6","13.24","14.15","10","10","12.650342","13.13761","9.66","9.28","9.92","9.39","18","7","10.296459","11.036312","10.96323","12.778171","11.373141","11.4","15.2","12.6","12.3","14.9","18.4","14.8","15.1","13.8","15.82","15.33","16.91","10.36","16.76","15.6","13.61","15.24","13.23","12.14"
"6/21/2019 0:00","7.57","7.21","7.81","7.37","7.87","8.161729","","7.879942","7.022306","9.716101","11.5","9.7","9.8","7.7","11.545455","13.272727","13.727273","7.1","9.9","7.2","14.21","17.34","14.13","12.4","14.26","10.62","11.24","12.33","12.52","10.7","9","9","11.631581","9.251962","9.92","11.1","12.4","11","10","5","11.424632","12.976817","12.153727","11.227964","11.085245","12.9","13","10.4","12.4","14.1","18","14.3","13.7","20.7","10.14","9.58","8.97","7.27","15.96","12.25","8.53","13.06","7.97","7.61"
