"","year","month","day","loc","type","value"
"1","2019","01","01","Warszawa","PM10",NA
"2","2019","01","02","Warszawa","PM10",NA
"3","2019","01","03","Warszawa","PM10",NA
"4","2019","01","04","Warszawa","PM10",NA
"5","2019","01","05","Warszawa","PM10",NA
"6","2019","01","06","Warszawa","PM10",NA
"7","2019","01","07","Warszawa","PM10",NA
"8","2019","01","08","Warszawa","PM10",52.78
"9","2019","01","09","Warszawa","PM10",43.53
"10","2019","01","10","Warszawa","PM10",46.63
"11","2019","01","11","Warszawa","PM10",53.7
"12","2019","01","12","Warszawa","PM10",25.76
"13","2019","01","13","Warszawa","PM10",16.69
"14","2019","01","14","Warszawa","PM10",11.25
"15","2019","01","15","Warszawa","PM10",20.14
"16","2019","01","16","Warszawa","PM10",25.23
"17","2019","01","17","Warszawa","PM10",34.66
"18","2019","01","18","Warszawa","PM10",24.13
"19","2019","01","19","Warszawa","PM10",52.43
"20","2019","01","20","Warszawa","PM10",74.56
"21","2019","01","21","Warszawa","PM10",63.86
"22","2019","01","22","Warszawa","PM10",62.22
"23","2019","01","23","Warszawa","PM10",41.72
"24","2019","01","24","Warszawa","PM10",24.67
"25","2019","01","25","Warszawa","PM10",30.66
"26","2019","01","26","Warszawa","PM10",71.29
"27","2019","01","27","Warszawa","PM10",78.55
"28","2019","01","28","Warszawa","PM10",52.25
"29","2019","01","29","Warszawa","PM10",45.17
"30","2019","01","30","Warszawa","PM10",42.09
"31","2019","01","31","Warszawa","PM10",40.45
"32","2019","02","01","Warszawa","PM10",39.91
"33","2019","02","02","Warszawa","PM10",19.6
"34","2019","02","03","Warszawa","PM10",50.44
"35","2019","02","04","Warszawa","PM10",19.23
"36","2019","02","05","Warszawa","PM10",44.8
"37","2019","02","06","Warszawa","PM10",60.23
"38","2019","02","07","Warszawa","PM10",52.07
"39","2019","02","08","Warszawa","PM10",69.67
"40","2019","02","09","Warszawa","PM10",54.24
"41","2019","02","10","Warszawa","PM10",35.93
"42","2019","02","11","Warszawa","PM10",25.95
"43","2019","02","12","Warszawa","PM10",27.57
"44","2019","02","13","Warszawa","PM10",27.76
"45","2019","02","14","Warszawa","PM10",44.65
"46","2019","02","15","Warszawa","PM10",73.12
"47","2019","02","16","Warszawa","PM10",66.77
"48","2019","02","17","Warszawa","PM10",60.06
"49","2019","02","18","Warszawa","PM10",91.64
"50","2019","02","19","Warszawa","PM10",89.08
"51","2019","02","20","Warszawa","PM10",42.64
"52","2019","02","21","Warszawa","PM10",28.85
"53","2019","02","22","Warszawa","PM10",30.84
"54","2019","02","23","Warszawa","PM10",51.34
"55","2019","02","24","Warszawa","PM10",58.95
"56","2019","02","25","Warszawa","PM10",76.01
"57","2019","02","26","Warszawa","PM10",72.2
"58","2019","02","27","Warszawa","PM10",58.96
"59","2019","02","28","Warszawa","PM10",82.19
"60","2019","03","01","Warszawa","PM10",66.76
"61","2019","03","02","Warszawa","PM10",61.86
"62","2019","03","03","Warszawa","PM10",52.97
"63","2019","03","04","Warszawa","PM10",34.29
"64","2019","03","05","Warszawa","PM10",31.03
"65","2019","03","06","Warszawa","PM10",35.74
"66","2019","03","07","Warszawa","PM10",50.8
"67","2019","03","08","Warszawa","PM10",40.65
"68","2019","03","09","Warszawa","PM10",25.22
"69","2019","03","10","Warszawa","PM10",19.05
"70","2019","03","11","Warszawa","PM10",30.48
"71","2019","03","12","Warszawa","PM10",70.57
"72","2019","03","13","Warszawa","PM10",61.87
"73","2019","03","14","Warszawa","PM10",41.55
"74","2019","03","15","Warszawa","PM10",19.78
"75","2019","03","16","Warszawa","PM10",21.23
"76","2019","03","17","Warszawa","PM10",34.84
"77","2019","03","18","Warszawa","PM10",34.84
"78","2019","03","19","Warszawa","PM10",48.62
"79","2019","03","20","Warszawa","PM10",69.31
"80","2019","03","21","Warszawa","PM10",62.97
"81","2019","03","22","Warszawa","PM10",54.61
"82","2019","03","23","Warszawa","PM10",59.69
"83","2019","03","24","Warszawa","PM10",56.79
"84","2019","03","25","Warszawa","PM10",65.32
"85","2019","03","26","Warszawa","PM10",33.02
"86","2019","03","27","Warszawa","PM10",41.72
"87","2019","03","28","Warszawa","PM10",58.06
"88","2019","03","29","Warszawa","PM10",50.99
"89","2019","03","30","Warszawa","PM10",65.87
"90","2019","03","31","Warszawa","PM10",66.04
"91","2019","04","01","Warszawa","PM10",26.49
"92","2019","04","02","Warszawa","PM10",27.94
"93","2019","04","03","Warszawa","PM10",34.66
"94","2019","04","04","Warszawa","PM10",43.37
"95","2019","04","05","Warszawa","PM10",45.91
"96","2019","04","06","Warszawa","PM10",44.27
"97","2019","04","07","Warszawa","PM10",67.68
"98","2019","04","08","Warszawa","PM10",97.62
"99","2019","04","09","Warszawa","PM10",39.19
"100","2019","04","10","Warszawa","PM10",34.05
"101","2019","04","11","Warszawa","PM10",37.92
"102","2019","04","12","Warszawa","PM10",32.29
"103","2019","04","13","Warszawa","PM10",28.12
"104","2019","04","14","Warszawa","PM10",20.14
"105","2019","04","15","Warszawa","PM10",26.31
"106","2019","04","16","Warszawa","PM10",37.74
"107","2019","04","17","Warszawa","PM10",34.11
"108","2019","04","18","Warszawa","PM10",49.71
"109","2019","04","19","Warszawa","PM10",45.9
"110","2019","04","20","Warszawa","PM10",44.63
"111","2019","04","21","Warszawa","PM10",24.13
"112","2019","04","22","Warszawa","PM10",17.96
"113","2019","04","23","Warszawa","PM10",40.46
"114","2019","04","24","Warszawa","PM10",32.48
"115","2019","04","25","Warszawa","PM10",44.81
"116","2019","04","26","Warszawa","PM10",64.77
"117","2019","04","27","Warszawa","PM10",67.14
"118","2019","04","28","Warszawa","PM10",30.49
"119","2019","04","29","Warszawa","PM10",43.18
"120","2019","04","30","Warszawa","PM10",54.43
"121","2019","05","01","Warszawa","PM10",45.73
"122","2019","05","02","Warszawa","PM10",47.55
"123","2019","05","03","Warszawa","PM10",30.85
"124","2019","05","04","Warszawa","PM10",35.75
"125","2019","05","05","Warszawa","PM10",16.33
"126","2019","05","06","Warszawa","PM10",34.29
"127","2019","05","07","Warszawa","PM10",54.8
"128","2019","05","08","Warszawa","PM10",37.2
"129","2019","05","09","Warszawa","PM10",40.29
"130","2019","05","10","Warszawa","PM10",43.19
"131","2019","05","11","Warszawa","PM10",48.63
"132","2019","05","12","Warszawa","PM10",25.95
"133","2019","05","13","Warszawa","PM10",23.77
"134","2019","05","14","Warszawa","PM10",16.33
"135","2019","05","15","Warszawa","PM10",18.51
"136","2019","05","16","Warszawa","PM10",27.77
"137","2019","05","17","Warszawa","PM10",33.21
"138","2019","05","18","Warszawa","PM10",24.68
"139","2019","05","19","Warszawa","PM10",19.23
"140","2019","05","20","Warszawa","PM10",27.03
"141","2019","05","21","Warszawa","PM10",23.22
"142","2019","05","22","Warszawa","PM10",15.42
"143","2019","05","23","Warszawa","PM10",40.28
"144","2019","05","24","Warszawa","PM10",47.18
"145","2019","05","25","Warszawa","PM10",41.19
"146","2019","05","26","Warszawa","PM10",31.57
"147","2019","05","27","Warszawa","PM10",37.56
"148","2019","05","28","Warszawa","PM10",27.59
"149","2019","05","29","Warszawa","PM10",31.94
"150","2019","05","30","Warszawa","PM10",32.3
"151","2019","05","31","Warszawa","PM10",50.99
"152","2019","06","01","Warszawa","PM10",40.29
"153","2019","06","02","Warszawa","PM10",36.11
"154","2019","06","03","Warszawa","PM10",22.68
"155","2019","06","04","Warszawa","PM10",30.66
"156","2019","06","05","Warszawa","PM10",30.3
"157","2019","06","06","Warszawa","PM10",31.03
"158","2019","06","07","Warszawa","PM10",38.11
"159","2019","06","08","Warszawa","PM10",43.01
"160","2019","06","09","Warszawa","PM10",21.78
"161","2019","06","10","Warszawa","PM10",29.58
"162","2019","06","11","Warszawa","PM10",37.92
"163","2019","06","12","Warszawa","PM10",43.73
"164","2019","06","13","Warszawa","PM10",51.89
"165","2019","06","14","Warszawa","PM10",34.29
"166","2019","06","15","Warszawa","PM10",33.02
"167","2019","06","16","Warszawa","PM10",37.56
"168","2019","06","17","Warszawa","PM10",37.2
"169","2019","06","18","Warszawa","PM10",22.5
"170","2019","06","19","Warszawa","PM10",31.21
"171","2019","06","20","Warszawa","PM10",27.94
"172","2019","06","21","Warszawa","PM10",32.84
"173","2019","06","22","Warszawa","PM10",17.42
"174","2019","06","23","Warszawa","PM10",15.79
"175","2019","06","24","Warszawa","PM10",24.13
"176","2019","06","25","Warszawa","PM10",32.66
"177","2019","06","26","Warszawa","PM10",49.35
"178","2019","06","27","Warszawa","PM10",45.55
"179","2019","06","28","Warszawa","PM10",31.57
"180","2019","06","29","Warszawa","PM10",33.75
"181","2019","06","30","Warszawa","PM10",33.02
"182","2019","07","01","Warszawa","PM10",45
"183","2019","07","02","Warszawa","PM10",35.75
"184","2019","07","03","Warszawa","PM10",30.12
"185","2019","07","04","Warszawa","PM10",31.75
"186","2019","07","05","Warszawa","PM10",26.68
"187","2019","07","06","Warszawa","PM10",21.6
"188","2019","07","07","Warszawa","PM10",15.06
"189","2019","07","08","Warszawa","PM10",20.33
"190","2019","07","09","Warszawa","PM10",17.06
"191","2019","07","10","Warszawa","PM10",23.23
"192","2019","07","11","Warszawa","PM10",29.4
"193","2019","07","12","Warszawa","PM10",33.93
"194","2019","07","13","Warszawa","PM10",37.02
"195","2019","07","14","Warszawa","PM10",18.69
"196","2019","07","15","Warszawa","PM10",27.76
"197","2019","07","16","Warszawa","PM10",28.49
"198","2019","07","17","Warszawa","PM10",23.41
"199","2019","07","18","Warszawa","PM10",37.92
"200","2019","07","19","Warszawa","PM10",41.37
"201","2019","07","20","Warszawa","PM10",29.03
"202","2019","07","21","Warszawa","PM10",24.5
"203","2019","07","22","Warszawa","PM10",29.76
"204","2019","07","23","Warszawa","PM10",35.93
"205","2019","07","24","Warszawa","PM10",31.21
"206","2019","07","25","Warszawa","PM10",37.2
"207","2019","07","26","Warszawa","PM10",20.14
"208","2019","07","27","Warszawa","PM10",17.24
"209","2019","07","28","Warszawa","PM10",23.77
"210","2019","07","29","Warszawa","PM10",28.12
"211","2019","07","30","Warszawa","PM10",38.11
"212","2019","07","31","Warszawa","PM10",24.68
"213","2019","08","01","Warszawa","PM10",34.48
"214","2019","08","02","Warszawa","PM10",41.74
"215","2019","08","03","Warszawa","PM10",35.2
"216","2019","08","04","Warszawa","PM10",25.22
"217","2019","08","05","Warszawa","PM10",42.09
"218","2019","08","06","Warszawa","PM10",41.91
"219","2019","08","07","Warszawa","PM10",41.73
"220","2019","08","08","Warszawa","PM10",28.12
"221","2019","08","09","Warszawa","PM10",29.39
"222","2019","08","10","Warszawa","PM10",25.94
"223","2019","08","11","Warszawa","PM10",29.94
"224","2019","08","12","Warszawa","PM10",35.74
"225","2019","08","13","Warszawa","PM10",37.74
"226","2019","08","14","Warszawa","PM10",37.19
"227","2019","08","15","Warszawa","PM10",26.13
"228","2019","08","16","Warszawa","PM10",35.93
"229","2019","08","17","Warszawa","PM10",38.28
"230","2019","08","18","Warszawa","PM10",25.22
"231","2019","08","19","Warszawa","PM10",32.11
"232","2019","08","20","Warszawa","PM10",29.76
"233","2019","08","21","Warszawa","PM10",27.22
"234","2019","08","22","Warszawa","PM10",22.14
"235","2019","08","23","Warszawa","PM10",24.68
"236","2019","08","24","Warszawa","PM10",24.86
"237","2019","08","25","Warszawa","PM10",20.32
"238","2019","08","26","Warszawa","PM10",29.21
"239","2019","08","27","Warszawa","PM10",37.19
"240","2019","08","28","Warszawa","PM10",39.55
"241","2019","08","29","Warszawa","PM10",61.87
"242","2019","08","30","Warszawa","PM10",37.01
"243","2019","08","31","Warszawa","PM10",18.69
"244","2019","09","01","Warszawa","PM10",24.68
"245","2019","09","02","Warszawa","PM10",34.85
"246","2019","09","03","Warszawa","PM10",27.58
"247","2019","09","04","Warszawa","PM10",41.74
"248","2019","09","05","Warszawa","PM10",33.39
"249","2019","09","06","Warszawa","PM10",43.91
"250","2019","09","07","Warszawa","PM10",33.03
"251","2019","09","08","Warszawa","PM10",26.49
"252","2019","09","09","Warszawa","PM10",30.66
"253","2019","09","10","Warszawa","PM10",22.13
"254","2019","09","11","Warszawa","PM10",38.1
"255","2019","09","12","Warszawa","PM10",44.82
"256","2019","09","13","Warszawa","PM10",31.03
"257","2019","09","14","Warszawa","PM10",25.22
"258","2019","09","15","Warszawa","PM10",25.04
"259","2019","09","16","Warszawa","PM10",31.39
"260","2019","09","17","Warszawa","PM10",24.49
"261","2019","09","18","Warszawa","PM10",11.43
"262","2019","09","19","Warszawa","PM10",20.68
"263","2019","09","20","Warszawa","PM10",30.47
"264","2019","09","21","Warszawa","PM10",33.2
"265","2019","09","22","Warszawa","PM10",53.16
"266","2019","09","23","Warszawa","PM10",24.31
"267","2019","09","24","Warszawa","PM10",39.36
"268","2019","09","25","Warszawa","PM10",48.26
"269","2019","09","26","Warszawa","PM10",52.98
"270","2019","09","27","Warszawa","PM10",34.84
"271","2019","09","28","Warszawa","PM10",27.58
"272","2019","09","29","Warszawa","PM10",19.78
"273","2019","09","30","Warszawa","PM10",12.88
"274","2019","10","01","Warszawa","PM10",24.68
"275","2019","10","02","Warszawa","PM10",28.31
"276","2019","10","03","Warszawa","PM10",32.12
"277","2019","10","04","Warszawa","PM10",36.84
"278","2019","10","05","Warszawa","PM10",21.77
"279","2019","10","06","Warszawa","PM10",20.5
"280","2019","10","07","Warszawa","PM10",42.09
"281","2019","10","08","Warszawa","PM10",38.1
"282","2019","10","09","Warszawa","PM10",29.58
"283","2019","10","10","Warszawa","PM10",21.96
"284","2019","10","11","Warszawa","PM10",29.94
"285","2019","10","12","Warszawa","PM10",29.4
"286","2019","10","13","Warszawa","PM10",32.66
"287","2019","10","14","Warszawa","PM10",58.25
"288","2019","10","15","Warszawa","PM10",43.01
"289","2019","10","16","Warszawa","PM10",37.02
"290","2019","10","17","Warszawa","PM10",35.93
"291","2019","10","18","Warszawa","PM10",46.45
"292","2019","10","19","Warszawa","PM10",60.24
"293","2019","10","20","Warszawa","PM10",45.18
"294","2019","10","21","Warszawa","PM10",57.34
"295","2019","10","22","Warszawa","PM10",88.74
"296","2019","10","23","Warszawa","PM10",50.8
"297","2019","10","24","Warszawa","PM10",50.07
"298","2019","10","25","Warszawa","PM10",85.98
"299","2019","10","26","Warszawa","PM10",73.47
"300","2019","10","27","Warszawa","PM10",NA
"301","2019","10","28","Warszawa","PM10",28.84
"302","2019","10","29","Warszawa","PM10",33.2
"303","2019","10","30","Warszawa","PM10",45.9
"304","2019","10","31","Warszawa","PM10",68.22
"305","2019","11","01","Warszawa","PM10",48.44
"306","2019","11","02","Warszawa","PM10",28.66
"307","2019","11","03","Warszawa","PM10",21.41
"308","2019","11","04","Warszawa","PM10",26.67
"309","2019","11","05","Warszawa","PM10",32.65
"310","2019","11","06","Warszawa","PM10",41.72
"311","2019","11","07","Warszawa","PM10",61.68
"312","2019","11","08","Warszawa","PM10",24.31
"313","2019","11","09","Warszawa","PM10",30.11
"314","2019","11","10","Warszawa","PM10",33.56
"315","2019","11","11","Warszawa","PM10",31.01
"316","2019","11","12","Warszawa","PM10",26.3
"317","2019","11","13","Warszawa","PM10",35.2
"318","2019","11","14","Warszawa","PM10",25.22
"319","2019","11","15","Warszawa","PM10",33.92
"320","2019","11","16","Warszawa","PM10",38.11
"321","2019","11","17","Warszawa","PM10",34.84
"322","2019","11","18","Warszawa","PM10",34.11
"323","2019","11","19","Warszawa","PM10",39.37
"324","2019","11","20","Warszawa","PM10",25.94
"325","2019","11","21","Warszawa","PM10",16.14
"326","2019","11","22","Warszawa","PM10",18.5
"327","2019","11","23","Warszawa","PM10",20.68
"328","2019","11","24","Warszawa","PM10",25.04
"329","2019","11","25","Warszawa","PM10",23.41
"330","2019","11","26","Warszawa","PM10",28.49
"331","2019","11","27","Warszawa","PM10",32.47
"332","2019","11","28","Warszawa","PM10",49.36
"333","2019","11","29","Warszawa","PM10",26.49
"334","2019","11","30","Warszawa","PM10",23.59
"335","2019","12","01","Warszawa","PM10",48.99
"336","2019","12","02","Warszawa","PM10",42.82
"337","2019","12","03","Warszawa","PM10",30.12
"338","2019","12","04","Warszawa","PM10",36.82
"339","2019","12","05","Warszawa","PM10",59.33
"340","2019","12","06","Warszawa","PM10",57.69
"341","2019","12","07","Warszawa","PM10",27.57
"342","2019","12","08","Warszawa","PM10",16.33
"343","2019","12","09","Warszawa","PM10",33.37
"344","2019","12","10","Warszawa","PM10",24.49
"345","2019","12","11","Warszawa","PM10",44.63
"346","2019","12","12","Warszawa","PM10",49.17
"347","2019","12","13","Warszawa","PM10",25.22
"348","2019","12","14","Warszawa","PM10",24.85
"349","2019","12","15","Warszawa","PM10",21.04
"350","2019","12","16","Warszawa","PM10",45.89
"351","2019","12","17","Warszawa","PM10",59.14
"352","2019","12","18","Warszawa","PM10",48.79
"353","2019","12","19","Warszawa","PM10",57.51
"354","2019","12","20","Warszawa","PM10",37.73
"355","2019","12","21","Warszawa","PM10",48.98
"356","2019","12","22","Warszawa","PM10",17.41
"357","2019","12","23","Warszawa","PM10",21.04
"358","2019","12","24","Warszawa","PM10",14.51
"359","2019","12","25","Warszawa","PM10",27.4
"360","2019","12","26","Warszawa","PM10",17.24
"361","2019","12","27","Warszawa","PM10",15.78
"362","2019","12","28","Warszawa","PM10",20.68
"363","2019","12","29","Warszawa","PM10",33.57
"364","2019","12","30","Warszawa","PM10",42.27
"365","2019","12","31","Warszawa","PM10",19.23
"366","2019","01","01","Wrocław","PM10",18.79
"367","2019","01","02","Wrocław","PM10",6.74
"368","2019","01","03","Wrocław","PM10",6.84
"369","2019","01","04","Wrocław","PM10",11.11
"370","2019","01","05","Wrocław","PM10",6.18
"371","2019","01","06","Wrocław","PM10",7.71
"372","2019","01","07","Wrocław","PM10",25.1
"373","2019","01","08","Wrocław","PM10",8.33
"374","2019","01","09","Wrocław","PM10",9.55
"375","2019","01","10","Wrocław","PM10",29.45
"376","2019","01","11","Wrocław","PM10",13.85
"377","2019","01","12","Wrocław","PM10",12.99
"378","2019","01","13","Wrocław","PM10",3.73
"379","2019","01","14","Wrocław","PM10",NA
"380","2019","01","15","Wrocław","PM10",8.88
"381","2019","01","16","Wrocław","PM10",10.09
"382","2019","01","17","Wrocław","PM10",19.63
"383","2019","01","18","Wrocław","PM10",11.11
"384","2019","01","19","Wrocław","PM10",33.87
"385","2019","01","20","Wrocław","PM10",81.82
"386","2019","01","21","Wrocław","PM10",71.99
"387","2019","01","22","Wrocław","PM10",84.79
"388","2019","01","23","Wrocław","PM10",46.91
"389","2019","01","24","Wrocław","PM10",18.98
"390","2019","01","25","Wrocław","PM10",39.46
"391","2019","01","26","Wrocław","PM10",35.24
"392","2019","01","27","Wrocław","PM10",14.32
"393","2019","01","28","Wrocław","PM10",33.94
"394","2019","01","29","Wrocław","PM10",19.67
"395","2019","01","30","Wrocław","PM10",49.33
"396","2019","01","31","Wrocław","PM10",66.95
"397","2019","02","01","Wrocław","PM10",NA
"398","2019","02","02","Wrocław","PM10",NA
"399","2019","02","03","Wrocław","PM10",NA
"400","2019","02","04","Wrocław","PM10",NA
"401","2019","02","05","Wrocław","PM10",NA
"402","2019","02","06","Wrocław","PM10",27.21
"403","2019","02","07","Wrocław","PM10",44.86
"404","2019","02","08","Wrocław","PM10",27.76
"405","2019","02","09","Wrocław","PM10",17.82
"406","2019","02","10","Wrocław","PM10",18.61
"407","2019","02","11","Wrocław","PM10",6.93
"408","2019","02","12","Wrocław","PM10",9.37
"409","2019","02","13","Wrocław","PM10",15.82
"410","2019","02","14","Wrocław","PM10",20.71
"411","2019","02","15","Wrocław","PM10",41.04
"412","2019","02","16","Wrocław","PM10",69.8
"413","2019","02","17","Wrocław","PM10",79.26
"414","2019","02","18","Wrocław","PM10",NA
"415","2019","02","19","Wrocław","PM10",NA
"416","2019","02","20","Wrocław","PM10",NA
"417","2019","02","21","Wrocław","PM10",NA
"418","2019","02","22","Wrocław","PM10",NA
"419","2019","02","23","Wrocław","PM10",NA
"420","2019","02","24","Wrocław","PM10",NA
"421","2019","02","25","Wrocław","PM10",NA
"422","2019","02","26","Wrocław","PM10",NA
"423","2019","02","27","Wrocław","PM10",NA
"424","2019","02","28","Wrocław","PM10",NA
"425","2019","03","01","Wrocław","PM10",NA
"426","2019","03","02","Wrocław","PM10",NA
"427","2019","03","03","Wrocław","PM10",NA
"428","2019","03","04","Wrocław","PM10",NA
"429","2019","03","05","Wrocław","PM10",8.34
"430","2019","03","06","Wrocław","PM10",17.59
"431","2019","03","07","Wrocław","PM10",18.48
"432","2019","03","08","Wrocław","PM10",9.68
"433","2019","03","09","Wrocław","PM10",8.96
"434","2019","03","10","Wrocław","PM10",6.79
"435","2019","03","11","Wrocław","PM10",5.72
"436","2019","03","12","Wrocław","PM10",11.38
"437","2019","03","13","Wrocław","PM10",9.98
"438","2019","03","14","Wrocław","PM10",7.73
"439","2019","03","15","Wrocław","PM10",6.94
"440","2019","03","16","Wrocław","PM10",7.84
"441","2019","03","17","Wrocław","PM10",7.14
"442","2019","03","18","Wrocław","PM10",9
"443","2019","03","19","Wrocław","PM10",19.93
"444","2019","03","20","Wrocław","PM10",37.04
"445","2019","03","21","Wrocław","PM10",48.03
"446","2019","03","22","Wrocław","PM10",48.66
"447","2019","03","23","Wrocław","PM10",34.69
"448","2019","03","24","Wrocław","PM10",22.63
"449","2019","03","25","Wrocław","PM10",14.2
"450","2019","03","26","Wrocław","PM10",9.66
"451","2019","03","27","Wrocław","PM10",13.61
"452","2019","03","28","Wrocław","PM10",19.72
"453","2019","03","29","Wrocław","PM10",34.97
"454","2019","03","30","Wrocław","PM10",45.89
"455","2019","03","31","Wrocław","PM10",28.93
"456","2019","04","01","Wrocław","PM10",11.78
"457","2019","04","02","Wrocław","PM10",29.1
"458","2019","04","03","Wrocław","PM10",38.36
"459","2019","04","04","Wrocław","PM10",34.23
"460","2019","04","05","Wrocław","PM10",29
"461","2019","04","06","Wrocław","PM10",33.33
"462","2019","04","07","Wrocław","PM10",34.57
"463","2019","04","08","Wrocław","PM10",48.06
"464","2019","04","09","Wrocław","PM10",31.59
"465","2019","04","10","Wrocław","PM10",17.7
"466","2019","04","11","Wrocław","PM10",17.4
"467","2019","04","12","Wrocław","PM10",19.67
"468","2019","04","13","Wrocław","PM10",22.58
"469","2019","04","14","Wrocław","PM10",20.65
"470","2019","04","15","Wrocław","PM10",17.77
"471","2019","04","16","Wrocław","PM10",22.43
"472","2019","04","17","Wrocław","PM10",22.12
"473","2019","04","18","Wrocław","PM10",27.64
"474","2019","04","19","Wrocław","PM10",35.25
"475","2019","04","20","Wrocław","PM10",26.68
"476","2019","04","21","Wrocław","PM10",15.42
"477","2019","04","22","Wrocław","PM10",16.1
"478","2019","04","23","Wrocław","PM10",21.71
"479","2019","04","24","Wrocław","PM10",24.42
"480","2019","04","25","Wrocław","PM10",31.25
"481","2019","04","26","Wrocław","PM10",33.53
"482","2019","04","27","Wrocław","PM10",15.23
"483","2019","04","28","Wrocław","PM10",10.29
"484","2019","04","29","Wrocław","PM10",13.18
"485","2019","04","30","Wrocław","PM10",26.96
"486","2019","05","01","Wrocław","PM10",23.13
"487","2019","05","02","Wrocław","PM10",23.61
"488","2019","05","03","Wrocław","PM10",16.03
"489","2019","05","04","Wrocław","PM10",12.91
"490","2019","05","05","Wrocław","PM10",9.02
"491","2019","05","06","Wrocław","PM10",13.96
"492","2019","05","07","Wrocław","PM10",18.59
"493","2019","05","08","Wrocław","PM10",23.62
"494","2019","05","09","Wrocław","PM10",18.69
"495","2019","05","10","Wrocław","PM10",17.02
"496","2019","05","11","Wrocław","PM10",16.39
"497","2019","05","12","Wrocław","PM10",11.34
"498","2019","05","13","Wrocław","PM10",10.76
"499","2019","05","14","Wrocław","PM10",14.42
"500","2019","05","15","Wrocław","PM10",11.09
"501","2019","05","16","Wrocław","PM10",12.05
"502","2019","05","17","Wrocław","PM10",26.35
"503","2019","05","18","Wrocław","PM10",18.35
"504","2019","05","19","Wrocław","PM10",17.39
"505","2019","05","20","Wrocław","PM10",18.82
"506","2019","05","21","Wrocław","PM10",15.33
"507","2019","05","22","Wrocław","PM10",7.06
"508","2019","05","23","Wrocław","PM10",9.17
"509","2019","05","24","Wrocław","PM10",17.99
"510","2019","05","25","Wrocław","PM10",19.16
"511","2019","05","26","Wrocław","PM10",15.46
"512","2019","05","27","Wrocław","PM10",17.81
"513","2019","05","28","Wrocław","PM10",10.82
"514","2019","05","29","Wrocław","PM10",11.05
"515","2019","05","30","Wrocław","PM10",15.67
"516","2019","05","31","Wrocław","PM10",16.89
"517","2019","06","01","Wrocław","PM10",19.91
"518","2019","06","02","Wrocław","PM10",17.15
"519","2019","06","03","Wrocław","PM10",22.58
"520","2019","06","04","Wrocław","PM10",24.35
"521","2019","06","05","Wrocław","PM10",21.41
"522","2019","06","06","Wrocław","PM10",20.96
"523","2019","06","07","Wrocław","PM10",17.99
"524","2019","06","08","Wrocław","PM10",16.08
"525","2019","06","09","Wrocław","PM10",16.16
"526","2019","06","10","Wrocław","PM10",23.28
"527","2019","06","11","Wrocław","PM10",23.62
"528","2019","06","12","Wrocław","PM10",27.01
"529","2019","06","13","Wrocław","PM10",15.36
"530","2019","06","14","Wrocław","PM10",21.75
"531","2019","06","15","Wrocław","PM10",28.76
"532","2019","06","16","Wrocław","PM10",15.81
"533","2019","06","17","Wrocław","PM10",12.5
"534","2019","06","18","Wrocław","PM10",15.92
"535","2019","06","19","Wrocław","PM10",22.96
"536","2019","06","20","Wrocław","PM10",16.42
"537","2019","06","21","Wrocław","PM10",12.81
"538","2019","06","22","Wrocław","PM10",13.35
"539","2019","06","23","Wrocław","PM10",11.09
"540","2019","06","24","Wrocław","PM10",17.9
"541","2019","06","25","Wrocław","PM10",20.32
"542","2019","06","26","Wrocław","PM10",27.21
"543","2019","06","27","Wrocław","PM10",20.65
"544","2019","06","28","Wrocław","PM10",12.75
"545","2019","06","29","Wrocław","PM10",17.89
"546","2019","06","30","Wrocław","PM10",17.12
"547","2019","07","01","Wrocław","PM10",22.93
"548","2019","07","02","Wrocław","PM10",15.78
"549","2019","07","03","Wrocław","PM10",11.01
"550","2019","07","04","Wrocław","PM10",17.17
"551","2019","07","05","Wrocław","PM10",18.69
"552","2019","07","06","Wrocław","PM10",17.26
"553","2019","07","07","Wrocław","PM10",10.43
"554","2019","07","08","Wrocław","PM10",11.16
"555","2019","07","09","Wrocław","PM10",9.16
"556","2019","07","10","Wrocław","PM10",10.27
"557","2019","07","11","Wrocław","PM10",12.98
"558","2019","07","12","Wrocław","PM10",21.51
"559","2019","07","13","Wrocław","PM10",20.87
"560","2019","07","14","Wrocław","PM10",13.24
"561","2019","07","15","Wrocław","PM10",16.04
"562","2019","07","16","Wrocław","PM10",12.31
"563","2019","07","17","Wrocław","PM10",10.62
"564","2019","07","18","Wrocław","PM10",20.49
"565","2019","07","19","Wrocław","PM10",25.24
"566","2019","07","20","Wrocław","PM10",20.93
"567","2019","07","21","Wrocław","PM10",13.66
"568","2019","07","22","Wrocław","PM10",16.76
"569","2019","07","23","Wrocław","PM10",14.28
"570","2019","07","24","Wrocław","PM10",16.37
"571","2019","07","25","Wrocław","PM10",25.03
"572","2019","07","26","Wrocław","PM10",17.56
"573","2019","07","27","Wrocław","PM10",19.75
"574","2019","07","28","Wrocław","PM10",18.54
"575","2019","07","29","Wrocław","PM10",22.51
"576","2019","07","30","Wrocław","PM10",20.96
"577","2019","07","31","Wrocław","PM10",21.78
"578","2019","08","01","Wrocław","PM10",14.44
"579","2019","08","02","Wrocław","PM10",13.21
"580","2019","08","03","Wrocław","PM10",13.92
"581","2019","08","04","Wrocław","PM10",11.41
"582","2019","08","05","Wrocław","PM10",13.65
"583","2019","08","06","Wrocław","PM10",16.58
"584","2019","08","07","Wrocław","PM10",12.74
